 Mass density    Pressure    Energy density
 3.494329e+07  4.170174e+03   3.495212e+07 
 3.633823e+07  4.412065e+03   3.634759e+07 
 3.778886e+07  4.667982e+03   3.779877e+07 
 3.929740e+07  4.938739e+03   3.930789e+07 
 4.086615e+07  5.225197e+03   4.087727e+07 
 4.249754e+07  5.528264e+03   4.250932e+07 
 4.419405e+07  5.848906e+03   4.420652e+07 
 4.595828e+07  6.188140e+03   4.597149e+07 
 4.779294e+07  6.547045e+03   4.780694e+07 
 4.970084e+07  6.926762e+03   4.971567e+07 
 5.168491e+07  7.328497e+03   5.170061e+07 
 5.374818e+07  7.753527e+03   5.376481e+07 
 5.589382e+07  8.203204e+03   5.591142e+07 
 5.812511e+07  8.678955e+03   5.814375e+07 
 6.044547e+07  9.182293e+03   6.046522e+07 
 6.285846e+07  9.714817e+03   6.287938e+07 
 6.536778e+07  1.027822e+04   6.538993e+07 
 6.797728e+07  1.087429e+04   6.800073e+07 
 7.069094e+07  1.150493e+04   7.071578e+07 
 7.351294e+07  1.217214e+04   7.353924e+07 
 7.644758e+07  1.287803e+04   7.647543e+07 
 7.949938e+07  1.362486e+04   7.952887e+07 
 8.267301e+07  1.441499e+04   8.270424e+07 
 8.597333e+07  1.525094e+04   8.600640e+07 
 8.940540e+07  1.613536e+04   8.944041e+07 
 9.297448e+07  1.707107e+04   9.301155e+07 
 9.668604e+07  1.806103e+04   9.672529e+07 
 1.005458e+08  1.910840e+04   1.005873e+08 
 1.045596e+08  2.021651e+04   1.046036e+08 
 1.087336e+08  2.138886e+04   1.087802e+08 
 1.130743e+08  2.262920e+04   1.131236e+08 
 1.175882e+08  2.394146e+04   1.176404e+08 
 1.222823e+08  2.532981e+04   1.223376e+08 
 1.271639e+08  2.679867e+04   1.272224e+08 
 1.322403e+08  2.835270e+04   1.323023e+08 
 1.375193e+08  2.999684e+04   1.375850e+08 
 1.430091e+08  3.173633e+04   1.430786e+08 
 1.487181e+08  3.357667e+04   1.487916e+08 
 1.546549e+08  3.552373e+04   1.547328e+08 
 1.608288e+08  3.758370e+04   1.609112e+08 
 1.672491e+08  3.976311e+04   1.673364e+08 
 1.739257e+08  4.206890e+04   1.740181e+08 
 1.808688e+08  4.450840e+04   1.809666e+08 
 1.880892e+08  4.655234e+04   1.881914e+08 
 1.955977e+08  4.923001e+04   1.957059e+08 
 2.034060e+08  5.204404e+04   2.035205e+08 
 2.115260e+08  5.500138e+04   2.116472e+08 
 2.199702e+08  5.810934e+04   2.200985e+08 
 2.287514e+08  6.137558e+04   2.288873e+08 
 2.378832e+08  6.480816e+04   2.380270e+08 
 2.473795e+08  6.841556e+04   2.475317e+08 
 2.572550e+08  7.220668e+04   2.574160e+08 
 2.675246e+08  7.619087e+04   2.676951e+08 
 2.782043e+08  8.037796e+04   2.783846e+08 
 2.893102e+08  8.477830e+04   2.895011e+08 
 3.008595e+08  8.940274e+04   3.010615e+08 
 3.128699e+08  9.426269e+04   3.130836e+08 
 3.253597e+08  9.937015e+04   3.255858e+08 
 3.383481e+08  1.047377e+05   3.385873e+08 
 3.518550e+08  1.103787e+05   3.521081e+08 
 3.659011e+08  1.163069e+05   3.661688e+08 
 3.805080e+08  1.225370e+05   3.807911e+08 
 3.956979e+08  1.290844e+05   3.959974e+08 
 4.114942e+08  1.359653e+05   4.118109e+08 
 4.279212e+08  1.431966e+05   4.282561e+08 
 4.450038e+08  1.507962e+05   4.453580e+08 
 4.627685e+08  1.587828e+05   4.631429e+08 
 4.812423e+08  1.671761e+05   4.816382e+08 
 5.004535e+08  1.759969e+05   5.008721e+08 
 5.204317e+08  1.852669e+05   5.208742e+08 
 5.412074e+08  1.950091e+05   5.416752e+08 
 5.628125e+08  2.052473e+05   5.633069e+08 
 5.852801e+08  2.160070e+05   5.858026e+08 
 6.086446e+08  2.273147e+05   6.091968e+08 
 6.329418e+08  2.391982e+05   6.335253e+08 
 6.582089e+08  2.516870e+05   6.588256e+08 
 6.844847e+08  2.648118e+05   6.851363e+08 
 7.118095e+08  2.786050e+05   7.124979e+08 
 7.402250e+08  2.931006e+05   7.409524e+08 
 7.697749e+08  3.083345e+05   7.705433e+08 
 8.005045e+08  3.243443e+05   8.013161e+08 
 8.324607e+08  3.411693e+05   8.333181e+08 
 8.656927e+08  3.588513e+05   8.665982e+08 
 9.002513e+08  3.774337e+05   9.012077e+08 
 9.361895e+08  3.969626e+05   9.371995e+08 
 9.735623e+08  4.174859e+05   9.746289e+08 
 1.012427e+09  4.390545e+05   1.013553e+09 
 1.052843e+09  4.617216e+05   1.054033e+09 
 1.094873e+09  4.855430e+05   1.096129e+09 
 1.138581e+09  5.105777e+05   1.139906e+09 
 1.184033e+09  5.368872e+05   1.185432e+09 
 1.231300e+09  5.645367e+05   1.232777e+09 
 1.280453e+09  5.935943e+05   1.282013e+09 
 1.331569e+09  6.241318e+05   1.333215e+09 
 1.384726e+09  6.562245e+05   1.386463e+09 
 1.440004e+09  6.899516e+05   1.441837e+09 
 1.497489e+09  7.253964e+05   1.499424e+09 
 1.557269e+09  7.626462e+05   1.559311e+09 
 1.619436e+09  8.017932e+05   1.621590e+09 
 1.684084e+09  8.429338e+05   1.686357e+09 
 1.751313e+09  8.861697e+05   1.753711e+09 
 1.821226e+09  9.316075e+05   1.823756e+09 
 1.893929e+09  9.793593e+05   1.896599e+09 
 1.969535e+09  1.029543e+06   1.972351e+09 
 2.048159e+09  1.082283e+06   2.051130e+09 
 2.129922e+09  1.137708e+06   2.133056e+09 
 2.214949e+09  1.195956e+06   2.218254e+09 
 2.303370e+09  1.257171e+06   2.306857e+09 
 2.395321e+09  1.321503e+06   2.398998e+09 
 2.490943e+09  1.389111e+06   2.494821e+09 
 2.590382e+09  1.460163e+06   2.594471e+09 
 2.693790e+09  1.534833e+06   2.698103e+09 
 2.801327e+09  1.613306e+06   2.805874e+09 
 2.913156e+09  1.695775e+06   2.917951e+09 
 3.029450e+09  1.782445e+06   3.034505e+09 
 3.150386e+09  1.873528e+06   3.155716e+09 
 3.276150e+09  1.969250e+06   3.281770e+09 
 3.406934e+09  2.069847e+06   3.412859e+09 
 3.542940e+09  2.175568e+06   3.549186e+09 
 3.684374e+09  2.286672e+06   3.690959e+09 
 3.831455e+09  2.403435e+06   3.838396e+09 
 3.984408e+09  2.526144e+06   3.991724e+09 
 4.143466e+09  2.655102e+06   4.151178e+09 
 4.308874e+09  2.790628e+06   4.317002e+09 
 4.480885e+09  2.933057e+06   4.489452e+09 
 4.659762e+09  3.082738e+06   4.668791e+09 
 4.845781e+09  3.240043e+06   4.855296e+09 
 5.039225e+09  3.405359e+06   5.049253e+09 
 5.240392e+09  3.579094e+06   5.250960e+09 
 5.449589e+09  3.761678e+06   5.460725e+09 
 5.667138e+09  3.953560e+06   5.678872e+09 
 5.893371e+09  4.155214e+06   5.905736e+09 
 6.128635e+09  4.367138e+06   6.141664e+09 
 6.373291e+09  4.589855e+06   6.387018e+09 
 6.627714e+09  4.823914e+06   6.642177e+09 
 6.892294e+09  5.069893e+06   6.907531e+09 
 7.167435e+09  5.328400e+06   7.183489e+09 
 7.453560e+09  5.600072e+06   7.470473e+09 
 7.751108e+09  5.885580e+06   7.768924e+09 
 8.060533e+09  6.185628e+06   8.079302e+09 
 8.382311e+09  6.500957e+06   8.402082e+09 
 8.716934e+09  6.832346e+06   8.737761e+09 
 9.064916e+09  7.180611e+06   9.086853e+09 
 9.426789e+09  7.546612e+06   9.449896e+09 
 9.803107e+09  7.931254e+06   9.827446e+09 
 1.019445e+10  8.335484e+06   1.022008e+10 
 1.060141e+10  8.760301e+06   1.062841e+10 
 1.102462e+10  9.206754e+06   1.105306e+10 
 1.146473e+10  9.675943e+06   1.149468e+10 
 1.192240e+10  1.016903e+07   1.195394e+10 
 1.239835e+10  1.068722e+07   1.243156e+10 
 1.289329e+10  1.123181e+07   1.292827e+10 
 1.340799e+10  1.180413e+07   1.344483e+10 
 1.394324e+10  1.240560e+07   1.398203e+10 
 1.449986e+10  1.303770e+07   1.454070e+10 
 1.507870e+10  1.370199e+07   1.512170e+10 
 1.568064e+10  1.440012e+07   1.572592e+10 
 1.630661e+10  1.513379e+07   1.635429e+10 
 1.695758e+10  1.590483e+07   1.700778e+10 
 1.763452e+10  1.671514e+07   1.768738e+10 
 1.833850e+10  1.756672e+07   1.839415e+10 
 1.907057e+10  1.846167e+07   1.912917e+10 
 1.983187e+10  1.940219e+07   1.989356e+10 
 2.062357e+10  2.039062e+07   2.068851e+10 
 2.144686e+10  2.142938e+07   2.151523e+10 
 2.230302e+10  2.252104e+07   2.237500e+10 
 2.319337e+10  2.366830e+07   2.326914e+10 
 2.411925e+10  2.487399e+07   2.419901e+10 
 2.508209e+10  2.614108e+07   2.516606e+10 
 2.608337e+10  2.747270e+07   2.617176e+10 
 2.712463e+10  2.887214e+07   2.721767e+10 
 2.820745e+10  3.034285e+07   2.830539e+10 
 2.933349e+10  3.188846e+07   2.943658e+10 
 3.050449e+10  3.351279e+07   3.061300e+10 
 3.172223e+10  3.521984e+07   3.183645e+10 
 3.298859e+10  3.701382e+07   3.310881e+10 
 3.430550e+10  3.889917e+07   3.443203e+10 
 3.567498e+10  4.088054e+07   3.580815e+10 
 3.709913e+10  4.296282e+07   3.723929e+10 
 3.858014e+10  4.515114e+07   3.872765e+10 
 4.012026e+10  4.745090e+07   4.027551e+10 
 4.172187e+10  4.986780e+07   4.188526e+10 
 4.338741e+10  5.240777e+07   4.355937e+10 
 4.511945e+10  5.507711e+07   4.530041e+10 
 4.692062e+10  5.788239e+07   4.711106e+10 
 4.879370e+10  6.083053e+07   4.899411e+10 
 5.074155e+10  6.392882e+07   5.095245e+10 
 5.276717e+10  6.718490e+07   5.298910e+10 
 5.487364e+10  7.060681e+07   5.510718e+10 
 5.706420e+10  7.420298e+07   5.730996e+10 
 5.934222e+10  7.798231e+07   5.960082e+10 
 6.171117e+10  8.195410e+07   6.198329e+10 
 6.417469e+10  8.612818e+07   6.446102e+10 
 6.673655e+10  9.051483e+07   6.703784e+10 
 6.940069e+10  9.512488e+07   6.971771e+10 
 7.217117e+10  9.996972e+07   7.250474e+10 
 7.505226e+10  1.050613e+08   7.540324e+10 
 7.804836e+10  1.104122e+08   7.841765e+10 
 8.116406e+10  1.160356e+08   8.155261e+10 
 8.440414e+10  1.219453e+08   8.481295e+10 
 8.777357e+10  1.281561e+08   8.820369e+10 
 9.127751e+10  1.346831e+08   9.173004e+10 
 9.492132e+10  1.415426e+08   9.539743e+10 
 9.871059e+10  1.487514e+08   9.921150e+10 
 1.026511e+11  1.563273e+08   1.031781e+11 
 1.067490e+11  1.642891e+08   1.073034e+11 
 1.110104e+11  1.726563e+08   1.115937e+11 
 1.154420e+11  1.814497e+08   1.160556e+11 
 1.200504e+11  1.906909e+08   1.206960e+11 
 1.248429e+11  2.004027e+08   1.255220e+11 
 1.298266e+11  2.106091e+08   1.305411e+11 
 1.350093e+11  2.213354e+08   1.357609e+11 
 1.403989e+11  2.326079e+08   1.411896e+11 
 1.460037e+11  2.444544e+08   1.468354e+11 
 1.518322e+11  2.569043e+08   1.527071e+11 
 1.578933e+11  2.699883e+08   1.588137e+11 
 1.641965e+11  2.837386e+08   1.651646e+11 
 1.707512e+11  2.981892e+08   1.717696e+11 
 1.775676e+11  3.133757e+08   1.786389e+11 
 1.846561e+11  3.293356e+08   1.857830e+11 
 1.920276e+11  3.461083e+08   1.932130e+11 
 1.996934e+11  3.637353e+08   2.009402e+11 
 2.076652e+11  3.822599e+08   2.089767e+11 
 2.159552e+11  4.017280e+08   2.173347e+11 
 2.245762e+11  4.221876e+08   2.260272e+11 
 2.335413e+11  4.436891e+08   2.350675e+11 
 2.428643e+11  4.662856e+08   2.444696e+11 
 2.525595e+11  4.900330e+08   2.542479e+11 
 2.626418e+11  5.149897e+08   2.644176e+11 
 2.731265e+11  5.412175e+08   2.749943e+11 
 2.840297e+11  5.687809e+08   2.859943e+11 
 2.953682e+11  5.977482e+08   2.974345e+11 
 3.071594e+11  6.281907e+08   3.093326e+11 
 3.194212e+11  6.601835e+08   3.217069e+11 
 3.321726e+11  6.938057e+08   3.345765e+11 
 3.454330e+11  7.373602e+08   3.479756e+11 
 3.592227e+11  7.690402e+08   3.618969e+11 
 3.735629e+11  7.985176e+08   3.763752e+11 
 3.884756e+11  8.259454e+08   3.914325e+11 
 4.039836e+11  8.514662e+08   4.070921e+11 
 4.201107e+11  8.752126e+08   4.233777e+11 
 4.368816e+11  8.973079e+08   4.403144e+11 
 4.543220e+11  9.178670e+08   4.579281e+11 
 4.724586e+11  9.369966e+08   4.762457e+11 
 4.913192e+11  9.547962e+08   4.952952e+11 
 5.109328e+11  9.713582e+08   5.151059e+11 
 5.313293e+11  9.867687e+08   5.357081e+11 
 5.525401e+11  1.002815e+09   5.571402e+11 
 5.745975e+11  1.019219e+09   5.794216e+11 
 5.975356e+11  1.036536e+09   6.025933e+11 
 6.213893e+11  1.054815e+09   6.266906e+11 
 6.461953e+11  1.074110e+09   6.517507e+11 
 6.719915e+11  1.094477e+09   6.778120e+11 
 6.988175e+11  1.115977e+09   7.049145e+11 
 7.267144e+11  1.138672e+09   7.330998e+11 
 7.557250e+11  1.162628e+09   7.624112e+11 
 7.858936e+11  1.187916e+09   7.928936e+11 
 8.172666e+11  1.214610e+09   8.245940e+11 
 8.498920e+11  1.242788e+09   8.575610e+11 
 8.838199e+11  1.272532e+09   8.918452e+11 
 9.191021e+11  1.303929e+09   9.274992e+11 
 9.557928e+11  1.337071e+09   9.645778e+11 
 9.939482e+11  1.372056e+09   1.003138e+12 
 1.033627e+12  1.408986e+09   1.043239e+12 
 1.074889e+12  1.447968e+09   1.084942e+12 
 1.117799e+12  1.489117e+09   1.128312e+12 
 1.162422e+12  1.532554e+09   1.173415e+12 
 1.208826e+12  1.578405e+09   1.220320e+12 
 1.257082e+12  1.626805e+09   1.269099e+12 
 1.307265e+12  1.677895e+09   1.319828e+12 
 1.359452e+12  1.731825e+09   1.372583e+12 
 1.413721e+12  1.788753e+09   1.427447e+12 
 1.470157e+12  1.848845e+09   1.484504e+12 
 1.528846e+12  1.912278e+09   1.543840e+12 
 1.589878e+12  1.979237e+09   1.605549e+12 
 1.653346e+12  2.049918e+09   1.669723e+12 
 1.719348e+12  2.124527e+09   1.736462e+12 
 1.787985e+12  2.203285e+09   1.805868e+12 
 1.859361e+12  2.286419e+09   1.878048e+12 
 1.933587e+12  2.374176e+09   1.953113e+12 
 2.010776e+12  2.466810e+09   2.031178e+12 
 2.091047e+12  2.564593e+09   2.112363e+12 
 2.174522e+12  2.667812e+09   2.196794e+12 
 2.261329e+12  2.776769e+09   2.284599e+12 
 2.351602e+12  2.891782e+09   2.375913e+12 
 2.445478e+12  3.013189e+09   2.470878e+12 
 2.543102e+12  3.141344e+09   2.569639e+12 
 2.644623e+12  3.276622e+09   2.672347e+12 
 2.750197e+12  3.419421e+09   2.779161e+12 
 2.859985e+12  3.570157e+09   2.890245e+12 
 2.974156e+12  3.729272e+09   3.005770e+12 
 3.092885e+12  3.897232e+09   3.125913e+12 
 3.216353e+12  4.074528e+09   3.250859e+12 
 3.344751e+12  4.261680e+09   3.380800e+12 
 3.478274e+12  4.459235e+09   3.515937e+12 
 3.617127e+12  4.667771e+09   3.656475e+12 
 3.761523e+12  4.887899e+09   3.802633e+12 
 3.911684e+12  5.120263e+09   3.954635e+12 
 4.067839e+12  5.365544e+09   4.112714e+12 
 4.230228e+12  5.624459e+09   4.277113e+12 
 4.399099e+12  5.897767e+09   4.448086e+12 
 4.574712e+12  6.186267e+09   4.625895e+12 
 4.757335e+12  6.490803e+09   4.810815e+12 
 4.947249e+12  6.812268e+09   5.003129e+12 
 5.144744e+12  7.151603e+09   5.203133e+12 
 5.350123e+12  7.509799e+09   5.411136e+12 
 5.563701e+12  7.887907e+09   5.627456e+12 
 5.785805e+12  8.287033e+09   5.852428e+12 
 6.016775e+12  8.708344e+09   6.086397e+12 
 6.256966e+12  9.153075e+09   6.329723e+12 
 6.506745e+12  9.622528e+09   6.582782e+12 
 6.766495e+12  1.011808e+10   6.845961e+12 
 7.036615e+12  1.064117e+10   7.119667e+12 
 7.317517e+12  1.119334e+10   7.404321e+12 
 7.609634e+12  1.177620e+10   7.700361e+12 
 7.913412e+12  1.239147e+10   8.008243e+12 
 8.229316e+12  1.304093e+10   8.328441e+12 
 8.557832e+12  1.372650e+10   8.661448e+12 
 8.899462e+12  1.445018e+10   9.007776e+12 
 9.254730e+12  1.521408e+10   9.367960e+12 
 9.624181e+12  1.602044e+10   9.742554e+12 
 1.000838e+13  1.687163e+10   1.013213e+13 
 1.040792e+13  1.777013e+10   1.053730e+13 
 1.082340e+13  1.871858e+10   1.095868e+13 
 1.125547e+13  1.971975e+10   1.139692e+13 
 1.170479e+13  2.077657e+10   1.185270e+13 
 1.217205e+13  2.189214e+10   1.232671e+13 
 1.265796e+13  2.306972e+10   1.281969e+13 
 1.316327e+13  2.431275e+10   1.333240e+13 
 1.368875e+13  2.562488e+10   1.386563e+13 
 1.423521e+13  2.700995e+10   1.442020e+13 
 1.480348e+13  2.847201e+10   1.499696e+13 
 1.539444e+13  3.001535e+10   1.559681e+13 
 1.600898e+13  3.164447e+10   1.622066e+13 
 1.664807e+13  3.336415e+10   1.686949e+13 
 1.731266e+13  3.517942e+10   1.754429e+13 
 1.800378e+13  3.709560e+10   1.824611e+13 
 1.872250e+13  3.911829e+10   1.897601e+13 
 1.946990e+13  4.125341e+10   1.973514e+13 
 2.024714e+13  4.350723e+10   2.052467e+13 
 2.105541e+13  4.588632e+10   2.134580e+13 
 2.189595e+13  4.839766e+10   2.219981e+13 
 2.277004e+13  5.104860e+10   2.308801e+13 
 2.367902e+13  5.384689e+10   2.401178e+13 
 2.462429e+13  5.680074e+10   2.497254e+13 
 2.560730e+13  5.991878e+10   2.597178e+13 
 2.662955e+13  6.321014e+10   2.701103e+13 
 2.769260e+13  6.668446e+10   2.809191e+13 
 2.879810e+13  7.035190e+10   2.921608e+13 
 2.994772e+13  7.422321e+10   3.038527e+13 
 3.114324e+13  7.830971e+10   3.160130e+13 
 3.238648e+13  8.262337e+10   3.286604e+13 
 3.367935e+13  8.717680e+10   3.418145e+13 
 3.502384e+13  9.198336e+10   3.554955e+13 
 3.642200e+13  9.705709e+10   3.697247e+13 
 3.787597e+13  1.024129e+11   3.845239e+13 
 3.938799e+13  1.080663e+11   3.999162e+13 
 4.096036e+13  1.140341e+11   4.159252e+13 
 4.259550e+13  1.203335e+11   4.325758e+13 
 4.429592e+13  1.269832e+11   4.498936e+13 
 4.606422e+13  1.340024e+11   4.679055e+13 
 4.790312e+13  1.414119e+11   4.866393e+13 
 4.981542e+13  1.492332e+11   5.061240e+13 
 5.180406e+13  1.574893e+11   5.263898e+13 
 5.387208e+13  1.662043e+11   5.474679e+13 
 5.602266e+13  1.754037e+11   5.693911e+13 
 5.825910e+13  1.851145e+11   5.921932e+13 
 6.058481e+13  1.955338e+11   6.159096e+13 
 6.300337e+13  2.071285e+11   6.405771e+13 
 6.551847e+13  2.200490e+11   6.662343e+13 
 6.813398e+13  2.344470e+11   6.929211e+13 
 7.085390e+13  2.504914e+11   7.206794e+13 
 7.368240e+13  2.683705e+11   7.495525e+13 
 7.662381e+13  2.882941e+11   7.795857e+13 
 7.968265e+13  3.104960e+11   8.108263e+13 
 8.286359e+13  3.352367e+11   8.433234e+13 
 8.617152e+13  3.628066e+11   8.771282e+13 
 8.961150e+13  3.935290e+11   9.122942e+13 
 9.318881e+13  4.277646e+11   9.488769e+13 
 9.690892e+13  4.659151e+11   9.869344e+13 
 1.007775e+14  5.084281e+11   1.026527e+14 
 1.048006e+14  5.558026e+11   1.067719e+14 
 1.089843e+14  6.085943e+11   1.110574e+14 
 1.133349e+14  6.674229e+11   1.155163e+14 
 1.178593e+14  7.329785e+11   1.201556e+14 
 1.225642e+14  8.060305e+11   1.249830e+14 
 1.274570e+14  8.874361e+11   1.300061e+14 
 1.325451e+14  9.781504e+11   1.352331e+14 
 1.378363e+14  1.079238e+12   1.406727e+14 
 1.433388e+14  1.191885e+12   1.463336e+14 
 1.490609e+14  1.317414e+12   1.522253e+14 
 1.550114e+14  1.457296e+12   1.583575e+14 
 1.611995e+14  1.613175e+12   1.647403e+14 
 1.676346e+14  1.786878e+12   1.713846e+14 
 1.743266e+14  1.980445e+12   1.783014e+14 
 1.812858e+14  2.196145e+12   1.855025e+14 
 1.885227e+14  2.436512e+12   1.930001e+14 
 1.960486e+14  2.704365e+12   2.008072e+14 
 2.038749e+14  3.002847e+12   2.089372e+14 
 2.120136e+14  3.335460e+12   2.174044e+14 
 2.204772e+14  3.706109e+12   2.262236e+14 
 2.292787e+14  4.119141e+12   2.354104e+14 
 2.384316e+14  4.579404e+12   2.449814e+14 
 2.479498e+14  5.092299e+12   2.549539e+14 
 2.578480e+14  5.663843e+12   2.653462e+14 
 2.681413e+14  6.300744e+12   2.761773e+14 
 2.788456e+14  7.010476e+12   2.874677e+14 
 2.899771e+14  7.801366e+12   2.992387e+14 
 3.015531e+14  8.682695e+12   3.115130e+14 
 3.135911e+14  9.664805e+12   3.243144e+14 
 3.261097e+14  1.075922e+13   3.376682e+14 
 3.391281e+14  1.197878e+13   3.516012e+14 
 3.526661e+14  1.333780e+13   3.661418e+14 
 3.667446e+14  1.485223e+13   3.813202e+14 
 3.813851e+14  1.653983e+13   3.971683e+14 
 3.966101e+14  1.842041e+13   4.137203e+14 
 4.124428e+14  2.051604e+13   4.310122e+14 
 4.289076e+14  2.285130e+13   4.490827e+14 
 4.460297e+14  2.545361e+13   4.679731e+14 
 4.638353e+14  2.835349e+13   4.877272e+14 
 4.823516e+14  3.158497e+13   5.083922e+14 
 5.016072e+14  3.518598e+13   5.300182e+14 
 5.216314e+14  3.919877e+13   5.526594e+14 
 5.424551e+14  4.367042e+13   5.763736e+14 
 5.641100e+14  4.865341e+13   6.012228e+14 
 5.866293e+14  5.420621e+13   6.272741e+14 
 6.100477e+14  6.039398e+13   6.545994e+14 
 6.344009e+14  6.728933e+13   6.832763e+14 
 6.597262e+14  7.497316e+13   7.133886e+14 
 6.860626e+14  8.353565e+13   7.450268e+14 
 7.134504e+14  9.307727e+13   7.782890e+14 
 7.419314e+14  1.037100e+14   8.132811e+14 
 7.715494e+14  1.155524e+14   8.501181e+14 
 8.023498e+14  1.287361e+14   8.889246e+14 
 8.343798e+14  1.434130e+14   9.298356e+14 
 8.676883e+14  1.597523e+14   9.729980e+14 
 9.023266e+14  1.779421e+14   1.018572e+15 
 9.383476e+14  1.981921e+14   1.066731e+15 
 9.758066e+14  2.207357e+14   1.117666e+15 
 1.014761e+15  2.458126e+14   1.171584e+15 
 1.055270e+15  2.736829e+14   1.228709e+15 
 1.097397e+15  3.046576e+14   1.289288e+15 
 1.141205e+15  3.390825e+14   1.353590e+15 
 1.186762e+15  3.773420e+14   1.421907e+15 
 1.234138e+15  4.198631e+14   1.494561e+15 
 1.283405e+15  4.671207e+14   1.571906e+15 
 1.334639e+15  5.196422e+14   1.654327e+15 
 1.387918e+15  5.780140e+14   1.742249e+15 
 1.443324e+15  6.428877e+14   1.836138e+15 
 1.500941e+15  7.149877e+14   1.936506e+15 
 1.560859e+15  7.951188e+14   2.043915e+15 
 1.623169e+15  8.841755e+14   2.158984e+15 
 1.687966e+15  9.831523e+14   2.282395e+15 
 1.755350e+15  1.093154e+15   2.414899e+15 
 1.825424e+15  1.215408e+15   2.557323e+15 
 1.898295e+15  1.351281e+15   2.710577e+15 
 1.974076e+15  1.502288e+15   2.875669e+15 
 2.052881e+15  1.670115e+15   3.053707e+15 
 2.134832e+15  1.856637e+15   3.245916e+15 
 2.220055e+15  2.063935e+15   3.453648e+15 
 2.308680e+15  2.294323e+15   3.678399e+15 
 2.400843e+15  2.550375e+15   3.921818e+15 
 2.496685e+15  2.834947e+15   4.185732e+15 
 2.596353e+15  3.151218e+15   4.472160e+15 
 2.700000e+15  3.502718e+15   4.783333e+15 
